VERSIE,DATUM_BESTAND,PEILDATUM,DIAGNOSE_CD,SPECIALISME_CD,DIAGNOSE_OMSCHRIJVING
1.0,2017-04-18,2017-04-01,102,0318,PEG plaatsing*
1.0,2017-04-18,2017-04-01,3501,0316,Cerebraal infarct
1.0,2017-04-18,2017-04-01,604,0324,Aseptische botnecrose
1.0,2017-04-18,2017-04-01,1870,0305,Tendinitis patellae
1.0,2017-04-18,2017-04-01,B14,0307,"Begeleiding partus in verband met vroeggeboorte < 32 weken, inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,D1,0326,(constitutioneel)Eczeem met voedselallergie
1.0,2017-04-18,2017-04-01,209,8418,Overige electieve orthopedie
1.0,2017-04-18,2017-04-01,21,0306,Uretersteen
1.0,2017-04-18,2017-04-01,403,8418,Amputaties bovenste extremiteit
1.0,2017-04-18,2017-04-01,1391,0305,Overige congenitale afwijking thoracale/lumbale wervelkolom
1.0,2017-04-18,2017-04-01,D12,0327,Neurologische aand. klasse 2
1.0,2017-04-18,2017-04-01,V31,0307,Prenatale diagnostiek counseling / preconceptioneel advies
1.0,2017-04-18,2017-04-01,0311,0327,"Cerebrale functiestoornissen, inclusief congenitaal"
1.0,2017-04-18,2017-04-01,081,0313,Lever- en niertransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,7910,0316,Pancreastransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,558,0303,Niertransplantatietraject donor
1.0,2017-04-18,2017-04-01,2120,0328,Hartconsult zonder operatie
1.0,2017-04-18,2017-04-01,2130,0328,Patiëntscreening zonder operatie
1.0,2017-04-18,2017-04-01,191,0304,"Meloplastiek statische correctie, wig excisie lip, cutane wenkbrauwlift"
1.0,2017-04-18,2017-04-01,338,0304,Multipele pees transposities
1.0,2017-04-18,2017-04-01,4107,0316,Maldescensus testis
1.0,2017-04-18,2017-04-01,2401,0308,"Infectie wervelkolom conservatieve behandeling, incl. punctie"
1.0,2017-04-18,2017-04-01,2405,0308,Infecties wervelkolom operatieve behandeling
1.0,2017-04-18,2017-04-01,2515,0308,Verruimende uitgebreide laminectomie
1.0,2017-04-18,2017-04-01,3501,0305,Commotio cerebri
1.0,2017-04-18,2017-04-01,612,0318,(acute)Bloeding distale tractus digestivus
1.0,2017-04-18,2017-04-01,031,0304,"excisie 1-3 benigne tumoren / naevi niet in FG, abces drainage, kleine necrotectomie"
1.0,2017-04-18,2017-04-01,172,0303,Hydrokèle en spermatokèle
1.0,2017-04-18,2017-04-01,1058,0305,"Multipele epifysaire congenitale dysplasie, spondyloepifysaire dysplasie"
1.0,2017-04-18,2017-04-01,441,0304,Resectie carpalia / proximale rij carpectomie
1.0,2017-04-18,2017-04-01,33,0302,Vormafwijkingen
1.0,2017-04-18,2017-04-01,40,0302,Tumor neus
1.0,2017-04-18,2017-04-01,799,0313,Overige hematologische aandoeningen nno
1.0,2017-04-18,2017-04-01,2570,0328,CABG (2 art.) + AVR
1.0,2017-04-18,2017-04-01,513,0313,"Jicht, kristalartropathie, chondrocalcinosis"
1.0,2017-04-18,2017-04-01,14,0310,Maligne dermatosen
1.0,2017-04-18,2017-04-01,332,0362,Galblaas
1.0,2017-04-18,2017-04-01,0521,0330,Voorhoornaandoeningen
1.0,2017-04-18,2017-04-01,102,0301,Doorgemaakte pathologie
1.0,2017-04-18,2017-04-01,201,0335,Infectieziekten en parasitaire ziekten
1.0,2017-04-18,2017-04-01,323,0313,Acute nierinsufficiëntie zonder dialyse
1.0,2017-04-18,2017-04-01,D24,0327,NMA klasse 4
1.0,2017-04-18,2017-04-01,1860,0305,Recidiverende patella luxatie
1.0,2017-04-18,2017-04-01,1960,0305,Stand en lengte afwijking onderbeen
1.0,2017-04-18,2017-04-01,0242,0330,Primaire Leptomeningeale maligniteit
1.0,2017-04-18,2017-04-01,Z25,0307,Begeleiding graviditeit in verband met foetale hartritmestoornis met specifieke bewakingsbehoefte
1.0,2017-04-18,2017-04-01,6121,0316,Carcinomen (overig)
1.0,2017-04-18,2017-04-01,912,0320,Screening harttransplantatie
1.0,2017-04-18,2017-04-01,35,0306,Urge-incontinentie/OAB
1.0,2017-04-18,2017-04-01,164,0303,Fasciitis necroticans
1.0,2017-04-18,2017-04-01,111,0318,ascitespunktie
1.0,2017-04-18,2017-04-01,1690,0305,Congenitale straal defect hand
1.0,2017-04-18,2017-04-01,044,0389,(chronisch)Degeneratief cervicaal
1.0,2017-04-18,2017-04-01,3030,0305,Falangen van de voet
1.0,2017-04-18,2017-04-01,317,0389,Hyperbare geneeskunde
1.0,2017-04-18,2017-04-01,990,0389,Palliatieve zorg
1.0,2017-04-18,2017-04-01,022,0304,"herstel defect niet in FG, waarvoor transpositie of transplantatie >3%, of sluiten defect w.o. in FG 1-3%, incl. evt. verwijderen TE"
1.0,2017-04-18,2017-04-01,295,0303,multitrauma n.n.o.
1.0,2017-04-18,2017-04-01,709,0320,Overige ontstekingen
1.0,2017-04-18,2017-04-01,2240,0328,Pacemakerlead extractie
1.0,2017-04-18,2017-04-01,4104,0316,Hernia inguinalis / hydrocèle testis
1.0,2017-04-18,2017-04-01,3318,0316,Lever- en galblaasziekten (overige)
1.0,2017-04-18,2017-04-01,0313,0330,Polymyalgia reumatica / arteriitis temporalis
1.0,2017-04-18,2017-04-01,G25,0307,Incontinentie / prolaps
1.0,2017-04-18,2017-04-01,432,0304,"TFC herstel, plastiek"
1.0,2017-04-18,2017-04-01,822,0313,Maligniteit cervix
1.0,2017-04-18,2017-04-01,2585,0328,CABG + HOCM
1.0,2017-04-18,2017-04-01,2635,0328,Maze + CABG
1.0,2017-04-18,2017-04-01,2540,0308,Thoracale discus intervertebralis: ventrale (re-)discotomie (met of zonder spondylodese) via thoracotomie
1.0,2017-04-18,2017-04-01,002,0313,Analyse afwijkende diagnostische test zonder diagnose
1.0,2017-04-18,2017-04-01,245,0335,Gedragsstoornissen
1.0,2017-04-18,2017-04-01,263,0335,CVA / TIA
1.0,2017-04-18,2017-04-01,3330,0328,Iliaca aneurysma
1.0,2017-04-18,2017-04-01,Z13,0307,Molazwangerschap (partieel of compleet)
1.0,2017-04-18,2017-04-01,606,0324,DISH
1.0,2017-04-18,2017-04-01,2250,0328,Resternotomie
1.0,2017-04-18,2017-04-01,2380,0328,Sluiten ductus Botalli
1.0,2017-04-18,2017-04-01,2050,0305,Hallux valgus
1.0,2017-04-18,2017-04-01,1801,0322,Vasculaire aandoeningen
1.0,2017-04-18,2017-04-01,00,0326,Traject
1.0,2017-04-18,2017-04-01,105,0306,"Disorder of Sex Development (DSD), Müllerse rest"
1.0,2017-04-18,2017-04-01,13,0306,Niertrauma
1.0,2017-04-18,2017-04-01,301,0324,SLE
1.0,2017-04-18,2017-04-01,309,8418,Overig trauma
1.0,2017-04-18,2017-04-01,0117,0327,Reumatische aandoeningen
1.0,2017-04-18,2017-04-01,425,0303,Diepe veneuze trombose (eventueel met longembolie)
1.0,2017-04-18,2017-04-01,30,0310,Chronische oppervlakkige veneuze pathologie / varices
1.0,2017-04-18,2017-04-01,061,0304,"Liposuctie hals, epigastrio, buik"
1.0,2017-04-18,2017-04-01,241,0304,"Phimosis, meatotomie"
1.0,2017-04-18,2017-04-01,123,0362,Arteria axillaris
1.0,2017-04-18,2017-04-01,244,0304,Correctie hypospadie evt met chordectomie
1.0,2017-04-18,2017-04-01,3513,0316,Migraine
1.0,2017-04-18,2017-04-01,409,0301,Overige pathologie conjunctiva
1.0,2017-04-18,2017-04-01,706,0313,Verworven hemolytische anemie
1.0,2017-04-18,2017-04-01,3522,0316,Spraak-taal(ontwikkelings)stoornis
1.0,2017-04-18,2017-04-01,763,0313,Myelodyplasie overige nno
1.0,2017-04-18,2017-04-01,2405,0328,Mitralisklep plastiek (MPL)
1.0,2017-04-18,2017-04-01,452,0313,Spondylodiscitis / spinaal-/epiduraal abces
1.0,2017-04-18,2017-04-01,F11,0307,Oriënterend fertiliteitsonderzoek / basale behandeling vrouw
1.0,2017-04-18,2017-04-01,4114,0316,Verwijde urinewegen (ook prenataal)
1.0,2017-04-18,2017-04-01,3802,0305,Brandwond ernstig
1.0,2017-04-18,2017-04-01,1052,0305,Juveniele idiopathische arthritis (JIA)
1.0,2017-04-18,2017-04-01,1412,0316,osteomyelitis
1.0,2017-04-18,2017-04-01,2520,0328,Ventrikelseptumruptuur
1.0,2017-04-18,2017-04-01,272,0362,Overige bekkenvenen
1.0,2017-04-18,2017-04-01,503,0304,"Herstel defect/tekort niet in FG, waarvoor transpositie of transplantatie 1-3%, of sluiten defect w.o. in FG <1%, dogear correcties, incl. evt. verwijderen TE"
1.0,2017-04-18,2017-04-01,1405,0308,Osteomyelitis schedeldak: sequesterectomie (o.a. geÏnfecteerde botlap)
1.0,2017-04-18,2017-04-01,9925,0330,"Geen neurologie, werkdiagnose subarachnoidale bloeding"
1.0,2017-04-18,2017-04-01,8902,0316,ALTE
1.0,2017-04-18,2017-04-01,909,0318,Preoperatief consult/overige interne aandoeningen
1.0,2017-04-18,2017-04-01,43,0320,congenitale hartvaatafwijking
1.0,2017-04-18,2017-04-01,V61,0307,Complicaties na partus uit 2e lijn waarvoor behandeling in de 3e lijn met nazorg en nacontrole
1.0,2017-04-18,2017-04-01,083,0306,Overige (niet congenitale) blaaspathologie
1.0,2017-04-18,2017-04-01,1250,0305,Cervicale Instabiliteit
1.0,2017-04-18,2017-04-01,201,0324,Spondylitis ankylopoetica
1.0,2017-04-18,2017-04-01,503,8418,Respiratoire aandoeningen
1.0,2017-04-18,2017-04-01,1397,0305,Aangeboren afwijking thoracale/lumbale wervelkolom
1.0,2017-04-18,2017-04-01,3415,0308,Complexe behandeling functiestoornis perifere zenuwstelsel met o.a. uitgebreide denervatie of electrostimulatie
1.0,2017-04-18,2017-04-01,328,0303,"Ileus: paralytisch, obstructief zonder hernia"
1.0,2017-04-18,2017-04-01,2101,0316,ileusbeeld
1.0,2017-04-18,2017-04-01,291,0313,MENsyndroom
1.0,2017-04-18,2017-04-01,115,0362,Overige halsarteriën
1.0,2017-04-18,2017-04-01,304,0304,"Nagel-, nagelmatrix resectie"
1.0,2017-04-18,2017-04-01,2610,0308,Tethered spinal cord syndromen: operatieve behandeling
1.0,2017-04-18,2017-04-01,02,0390,Neoplasmata
1.0,2017-04-18,2017-04-01,09,0302,Incongruentie genderidentiteit
1.0,2017-04-18,2017-04-01,705,0313,Overige hereditaire hemolytische anemieën
1.0,2017-04-18,2017-04-01,802,0301,Episcleritis
1.0,2017-04-18,2017-04-01,3207,0305,"Heup, prothese"
1.0,2017-04-18,2017-04-01,032,0306,Blaasinfectie
1.0,2017-04-18,2017-04-01,304,0303,Benigne neoplasma parotis
1.0,2017-04-18,2017-04-01,432,0313,Endocarditis/endovasculaire infectie
1.0,2017-04-18,2017-04-01,4099,0316,Overige nefrologische aandoeningen
1.0,2017-04-18,2017-04-01,7112,0316,Vroegtijdige puberteitsontwikkeling
1.0,2017-04-18,2017-04-01,52,0302,Ziekten van adenoïd en tonsillen
1.0,2017-04-18,2017-04-01,125,0362,Onderarm en handarteriën
1.0,2017-04-18,2017-04-01,303,0304,"Extirpatie ganglion, cyste"
1.0,2017-04-18,2017-04-01,015,0313,Analyse koorts zonder diagnose
1.0,2017-04-18,2017-04-01,364,0303,Sacrococcygeaal teratoom (SCT)
1.0,2017-04-18,2017-04-01,170,0389,Myofasciaal pijnsyndroom / tendinitis
1.0,2017-04-18,2017-04-01,125,0304,Locale correctie ptosis wenkbrauwen
1.0,2017-04-18,2017-04-01,152,0304,Correctie benige + kraakbenige skelet
1.0,2017-04-18,2017-04-01,3101,0308,Tumor perifere zenuw: operatieve behandeling
1.0,2017-04-18,2017-04-01,051,0313,"algemeen medisch werk, niet internistisch"
1.0,2017-04-18,2017-04-01,3013,0305,Pols
1.0,2017-04-18,2017-04-01,3206,0305,"Heup, traumatisch"
1.0,2017-04-18,2017-04-01,303,0303,Maligne neoplasma schildklier
1.0,2017-04-18,2017-04-01,181,0304,Alloplastische reconstructie schedel
1.0,2017-04-18,2017-04-01,185,0304,"Reconstructie met ongevasculariseerd weefsel van schedel, orbita, neus, mandibula"
1.0,2017-04-18,2017-04-01,2210,0308,Vasculaire afwijking wervelkolom/ruggenmerg: conservatieve behandeling
1.0,2017-04-18,2017-04-01,2301,0308,Trauma wervelkolom: conservatieve behandeling
1.0,2017-04-18,2017-04-01,4815,0308,"Percutane punctie liquorruimten, inbrengen intravasculaire catheters"
1.0,2017-04-18,2017-04-01,7202,0316,"Dysmorfie, eenvoudig (bv. bijoortje, sacrale dimple, polydactylie)"
1.0,2017-04-18,2017-04-01,904,0318,Nefrologie
1.0,2017-04-18,2017-04-01,449,0303,Overige vaat-diagnosen
1.0,2017-04-18,2017-04-01,951,0301,Geen diagnose
1.0,2017-04-18,2017-04-01,00,0302,Traject
1.0,2017-04-18,2017-04-01,810,0320,Follow-up na overige hartoperatie
1.0,2017-04-18,2017-04-01,1503,0305,Loslating/infectie/malpositie prothese elleboog/onderarm
1.0,2017-04-18,2017-04-01,842,0313,Maligniteit huid/melanoom
1.0,2017-04-18,2017-04-01,03,0310,Benigne tumoren
1.0,2017-04-18,2017-04-01,0602,0330,Epilepsie partieel
1.0,2017-04-18,2017-04-01,3210,0328,Carotisendarterectomie (CEA)
1.0,2017-04-18,2017-04-01,3499,0316,Overige cardiologische aandoeningen
1.0,2017-04-18,2017-04-01,7604,0316,Eetstoornissen
1.0,2017-04-18,2017-04-01,605,0324,Sternoclaviculaire hyperostose
1.0,2017-04-18,2017-04-01,2035,0328,"Congenitale misvorming van pulmonalis of tricuspidalisklep (enkelvoudige problematiek), uitgezonderd anomalie van Ebstein"
1.0,2017-04-18,2017-04-01,1805,0305,Meniscuslaesie
1.0,2017-04-18,2017-04-01,090,0313,Multipele orgaanstoornissen
1.0,2017-04-18,2017-04-01,0233,0330,Secundair neoplasma extraspinaal/epiduraal/wervelkolom (metastase)
1.0,2017-04-18,2017-04-01,1304,0322,Tumoren SCLC
1.0,2017-04-18,2017-04-01,054,0306,Impotentie/sexuele dysfunctie
1.0,2017-04-18,2017-04-01,4008,0316,Afwijking plasmaproteïne
1.0,2017-04-18,2017-04-01,096,0306,Spijtoptant na sterilisatie
1.0,2017-04-18,2017-04-01,1370,0305,Spondylolysis/listhesis
1.0,2017-04-18,2017-04-01,103,0306,"Disorder of Sex Development (DSD), Hypovirilisatie"
1.0,2017-04-18,2017-04-01,509,8418,Overige aandoeningen bewegingsapparaat
1.0,2017-04-18,2017-04-01,830,0318,Screening colorectaal carcinoom (bevolkingsonderzoek)
1.0,2017-04-18,2017-04-01,1383,0305,Idiopatische scoliose
1.0,2017-04-18,2017-04-01,B41,0307,"Overige begeleiding partus inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,072,0313,Eilandjestransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,19,0329,Incongruentie genderidentiteit
1.0,2017-04-18,2017-04-01,2765,0328,Ao. desc. Vervanging
1.0,2017-04-18,2017-04-01,366,0304,Artrolyse incl tenolyse / peestransposities
1.0,2017-04-18,2017-04-01,512,0304,"Excisie benigne tumor / PW en transpositie of transplantatie 1-3% niet in FG, of, 4-10 naevi w.o. in FG"
1.0,2017-04-18,2017-04-01,101,0361,Hoofdhalstumoren en schildkliertumoren
1.0,2017-04-18,2017-04-01,457,0301,Corneadystrofie / keratoconus
1.0,2017-04-18,2017-04-01,3008,0305,Humerus proximaal en schacht
1.0,2017-04-18,2017-04-01,941,0313,Alcoholische leverziekte
1.0,2017-04-18,2017-04-01,122,0304,Facelift + halslift en/of voorhoofdslift
1.0,2017-04-18,2017-04-01,316,0304,"Verwonding, waarvoor microvasc. vrije lap transplantatie, vingerreplantatie, of herstel mult. structuren met axiale lap transpositie, revascularisatie arm / been"
1.0,2017-04-18,2017-04-01,320,0304,"Conservatieve behandeling, repositie"
1.0,2017-04-18,2017-04-01,411,0304,Spalk behandeling
1.0,2017-04-18,2017-04-01,1103,0330,Intracraniële bloeding (sub- / epiduraal)
1.0,2017-04-18,2017-04-01,659,0301,Overige pathologie retina
1.0,2017-04-18,2017-04-01,809,0301,Overige pathologie bulbus / sclera
1.0,2017-04-18,2017-04-01,F32,0327,Longaandoening klasse 2
1.0,2017-04-18,2017-04-01,231,0362,Vena cava superior
1.0,2017-04-18,2017-04-01,0312,0330,Neurologische complicatie systeemziekte
1.0,2017-04-18,2017-04-01,7802,0316,HIV / AIDS
1.0,2017-04-18,2017-04-01,7808,0316,Stomatitis
1.0,2017-04-18,2017-04-01,1399,0316,overige geboortetrauma
1.0,2017-04-18,2017-04-01,163,0303,Abces weke delen
1.0,2017-04-18,2017-04-01,811,0313,Maligniteit mamma
1.0,2017-04-18,2017-04-01,905,0313,Gestoorde slokdarmmotiliteit
1.0,2017-04-18,2017-04-01,0541,0330,Spinocerebellaire aandoeningen
1.0,2017-04-18,2017-04-01,249,0303,Overige fracturen
1.0,2017-04-18,2017-04-01,335,0362,Milt
1.0,2017-04-18,2017-04-01,1660,0305,Boutonniere/swanneck
1.0,2017-04-18,2017-04-01,3506,0316,Hoofdpijn (niet-migraineus)
1.0,2017-04-18,2017-04-01,93,0306,Infertiliteit
1.0,2017-04-18,2017-04-01,94,0306,Phimosis/phrenulum
1.0,2017-04-18,2017-04-01,B20,0307,"Begeleiding partus in verband met overige foetale indicatie, inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,2077,0305,Talus verticalis
1.0,2017-04-18,2017-04-01,0613,0327,Hartaandoeningen
1.0,2017-04-18,2017-04-01,Z24,0307,Begeleiding graviditeit in verband met congenitale afwijkingen bij het kind
1.0,2017-04-18,2017-04-01,715,0324,Pijn/ Artropathie tgv maligne aandoening
1.0,2017-04-18,2017-04-01,602,0320,Veneuze vaatafwijking (thrombose / thromboembolie / longembolie)
1.0,2017-04-18,2017-04-01,1771,0305,Overige posttraumatische afwijking bekken/heup/bovenbeen
1.0,2017-04-18,2017-04-01,6107,0316,Maligniteit bot
1.0,2017-04-18,2017-04-01,0111,0327,Aangeboren aandoeningen bovenste extremiteit
1.0,2017-04-18,2017-04-01,0216,0327,Amputatie voet onderbeen en knie
1.0,2017-04-18,2017-04-01,7909,0316,Nier- en pancreastransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,316,0389,Transport patiënt buiten instelling
1.0,2017-04-18,2017-04-01,2670,0328,"Overige gecompliceerde congenitale aandoeningen, inclusief meervoudige klepproblematiek"
1.0,2017-04-18,2017-04-01,2325,0328,Aortaklepvervanging (AVR)
1.0,2017-04-18,2017-04-01,2385,0328,Refixatie sternum gecompl.
1.0,2017-04-18,2017-04-01,1145,0308,"Hypofysetumor, subfrontale resectie"
1.0,2017-04-18,2017-04-01,3703,0305,"Open wond gecompliceerd, bijvoorbeeld met peesletsel"
1.0,2017-04-18,2017-04-01,1401,0316,congenitale infecties
1.0,2017-04-18,2017-04-01,237,0303,Tarsus
1.0,2017-04-18,2017-04-01,4001,0305,Corpus alienum via natuurlijke opening
1.0,2017-04-18,2017-04-01,312,0303,Thoraxempyeem
1.0,2017-04-18,2017-04-01,239,0313,Overige stofwisselingstoornissen calcium
1.0,2017-04-18,2017-04-01,2615,0328,Aortaboog chirurgie
1.0,2017-04-18,2017-04-01,249,0313,Overige hypofyse aandoeningen
1.0,2017-04-18,2017-04-01,263,0313,Niet-functionerende bijniertumor
1.0,2017-04-18,2017-04-01,214,0304,Subcutane mastectiomie enkel- of dubbelzijdig +/- inbrengen prothese
1.0,2017-04-18,2017-04-01,215,0304,Mamma augmentatie enkel- of dubbelzijdig
1.0,2017-04-18,2017-04-01,224,0304,"Axiale (huid/spier)lap reconstructie, zoals TRAM of LD +/- prothese enkelzijdig"
1.0,2017-04-18,2017-04-01,19,0310,Pruritus/Prurigo
1.0,2017-04-18,2017-04-01,9924,0330,"Geen neurologie, werkdiagnose polyneuropathie anderszins"
1.0,2017-04-18,2017-04-01,04,0320,"AP, ischemie aangetoond"
1.0,2017-04-18,2017-04-01,531,0313,Begeleiding immunosuppressieve therapie op verzoek van derden
1.0,2017-04-18,2017-04-01,2910,0328,Harttransplantatie
1.0,2017-04-18,2017-04-01,0413,0327,"Perifeer zenuwletsel, zenuwaandoeningen"
1.0,2017-04-18,2017-04-01,1840,0305,Gecombineerd meniscus/bandlesie
1.0,2017-04-18,2017-04-01,82,0306,Interstitiële cystitis
1.0,2017-04-18,2017-04-01,603,0303,Screening colorectaal carcinoom (bevolkingsonderzoek)
1.0,2017-04-18,2017-04-01,712,0324,Kanaalstenose en/of spondylolisthesis
1.0,2017-04-18,2017-04-01,1301,0305,Arthrosis/spondylosis thoracale/lumbale wervelkolom
1.0,2017-04-18,2017-04-01,305,8418,Intracranieel trauma
1.0,2017-04-18,2017-04-01,48,0306,Prostaatcarcinoom (orchidectomie)
1.0,2017-04-18,2017-04-01,C46,0327,NAH klasse 6
1.0,2017-04-18,2017-04-01,0312,0327,DCD (Development Coördination Disorder)
1.0,2017-04-18,2017-04-01,433,0303,Flebitis en tromboflebitis
1.0,2017-04-18,2017-04-01,K12,0307,Complicatie na partus in verband met ernstige pre-eclampsie
1.0,2017-04-18,2017-04-01,251,0303,Bovenste extremiteit
1.0,2017-04-18,2017-04-01,330,0303,maligne neoplasma maag
1.0,2017-04-18,2017-04-01,2202,0316,glucosehuishouding
1.0,2017-04-18,2017-04-01,352,0335,Palliatieve zorg
1.0,2017-04-18,2017-04-01,346,0313,niertransplantatie > 365 dagen
1.0,2017-04-18,2017-04-01,103,0362,Vertebrobasilair stroomgebied
1.0,2017-04-18,2017-04-01,020,0306,Uretertumor
1.0,2017-04-18,2017-04-01,207,0313,Euthyreood struma
1.0,2017-04-18,2017-04-01,212,0313,Hypothyreoïdie iatrogeen
1.0,2017-04-18,2017-04-01,773,0313,CMMoL
1.0,2017-04-18,2017-04-01,0251,0330,Paraneoplastische aandoening
1.0,2017-04-18,2017-04-01,3404,0305,Kniebanden
1.0,2017-04-18,2017-04-01,4105,0305,Te verwijderen overig osteosynthesemateriaal (exclusief wervelkolom)
1.0,2017-04-18,2017-04-01,1603,0316,hypoxische / ischemische encefalopathie Sarnat
1.0,2017-04-18,2017-04-01,35,0302,Epistaxis
1.0,2017-04-18,2017-04-01,320,0303,Abces intra-abdominaal
1.0,2017-04-18,2017-04-01,507,0313,Cryoglobulinemie
1.0,2017-04-18,2017-04-01,823,0313,Maligniteit endometrium
1.0,2017-04-18,2017-04-01,312,0362,Pericard
1.0,2017-04-18,2017-04-01,252,0301,Congenitale ptosis
1.0,2017-04-18,2017-04-01,G27,0307,Screening familiaire tumoren
1.0,2017-04-18,2017-04-01,242,0335,Geheugenproblemen en dementie
1.0,2017-04-18,2017-04-01,927,0313,Maligniteit colorectaal
1.0,2017-04-18,2017-04-01,7606,0316,Excessief huilen (`huilbaby¿)
1.0,2017-04-18,2017-04-01,63,0306,Maldescensus/retractiele testis
1.0,2017-04-18,2017-04-01,1965,0305,Afwijkend niet fysiologisch looppatroon (o.a. habituele tenengang)
1.0,2017-04-18,2017-04-01,9955,0316,Chronische thuisbeademing
1.0,2017-04-18,2017-04-01,1760,0305,Stand en lengte afwijking bekken/heup/bovenbeen
1.0,2017-04-18,2017-04-01,B31,0327,Multipele amputaties armen
1.0,2017-04-18,2017-04-01,C14,0327,Cerebrale functiestoorn. klasse 4
1.0,2017-04-18,2017-04-01,104,0306,"Disorder of Sex Development (DSD), Hypervirilisatie"
1.0,2017-04-18,2017-04-01,1398,0305,Pijn e.c.i. thoracale/lumbale wervelkolom
1.0,2017-04-18,2017-04-01,430,0303,Acute diepe veneuze pathologie
1.0,2017-04-18,2017-04-01,20,0329,Seksuele stoornissen
1.0,2017-04-18,2017-04-01,1598,0305,Pijn e.c.i. elleboog/onderarm
1.0,2017-04-18,2017-04-01,065,0304,Lipofilling niet-FG
1.0,2017-04-18,2017-04-01,1050,0305,Osteoporose
1.0,2017-04-18,2017-04-01,199,0318,Diagnose n.n.o.
1.0,2017-04-18,2017-04-01,125,0313,Pulmonale hypertensie
1.0,2017-04-18,2017-04-01,355,0303,Neurofibromatose
1.0,2017-04-18,2017-04-01,72,0302,Maligne tumor speekselklieren
1.0,2017-04-18,2017-04-01,286,0303,"Schaafwond, blaar, insectenbeet"
1.0,2017-04-18,2017-04-01,711,0313,Agranulocytose (primair)
1.0,2017-04-18,2017-04-01,1340,0328,Exploratieve thoracotomie
1.0,2017-04-18,2017-04-01,210,0303,Radiuskop
1.0,2017-04-18,2017-04-01,012,0304,"Verwonding niet in FG, waarvoor transpositie of transplantatie 1-3%, of verwonding in FG waarvoor behandeling <1%, grote necrotectomie / wondtoilet"
1.0,2017-04-18,2017-04-01,014,0304,"Verwonding in FG >3%, of waarvoor axiale lap transpositie, uitgebreid gelaatstrauma"
1.0,2017-04-18,2017-04-01,021,0304,"herstel defect niet in FG, waarvoor transpositie of transplantatie 1-3%, of sluiten defect w.o. in FG <1%, dogear correcties, incl. evt. verwijderen TE"
1.0,2017-04-18,2017-04-01,026,0304,Herstel contourdefect met kunststof implantaat (bv trechterborst)
1.0,2017-04-18,2017-04-01,162,0304,Correctie oorskelet enkel- of dubbelzijdig
1.0,2017-04-18,2017-04-01,171,0304,Primaire lipsluiting / fusie incl. neuscorrectie enkel of dubbelzijdig
1.0,2017-04-18,2017-04-01,3601,0305,Pneumo- en/of haemothorax
1.0,2017-04-18,2017-04-01,F00,0307,spoedeisend consult Fertiliteit
1.0,2017-04-18,2017-04-01,7899,0316,Overige infectieziekten
1.0,2017-04-18,2017-04-01,702,0303,Brandwonden in gespecialiseerd brandwondencentrum met 10-19 % lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,299,0313,Overige endocriene en metabole aandoeningen
1.0,2017-04-18,2017-04-01,525,0313,"Sclerodermie, CREST"
1.0,2017-04-18,2017-04-01,113,0362,Arteria carotis externa
1.0,2017-04-18,2017-04-01,3510,0316,Macrocefalie
1.0,2017-04-18,2017-04-01,03,0390,Endocrien/metabool/immunologisch
1.0,2017-04-18,2017-04-01,1001,0330,Nervus Opticus
1.0,2017-04-18,2017-04-01,101,0303,Halscyste laterale / mediane
1.0,2017-04-18,2017-04-01,317,0304,"Hand replantatie, replantatie 2 of meer vingers / stralen"
1.0,2017-04-18,2017-04-01,607,0301,CV troebeling / CV loslating
1.0,2017-04-18,2017-04-01,7102,0316,Adrenogenitaal syndroom
1.0,2017-04-18,2017-04-01,382,0304,Selectieve fasciectomie evt met transpositie of transplantatie multipele stralen
1.0,2017-04-18,2017-04-01,331,0304,Triggerfingerrelease
1.0,2017-04-18,2017-04-01,753,0313,Non Hodgkin lymfoom (NHL) intermediair/hooggradig
1.0,2017-04-18,2017-04-01,759,0313,Overige lymfoproliferatieve aandoeningen nno
1.0,2017-04-18,2017-04-01,7104,0316,diabetes mellitus
1.0,2017-04-18,2017-04-01,0421,0330,psychische functiestoornissen
1.0,2017-04-18,2017-04-01,610,0318,Colorectale maligniteit
1.0,2017-04-18,2017-04-01,834,0313,Maligniteit nier/Grawitz
1.0,2017-04-18,2017-04-01,7204,0316,Syndroom van Down
1.0,2017-04-18,2017-04-01,0531,0330,Multiple sclerose
1.0,2017-04-18,2017-04-01,9927,0330,"Geen neurologie, werkdiagnose TIA (incl amaurosis fugax)"
1.0,2017-04-18,2017-04-01,8903,0316,Anafylactische reactie
1.0,2017-04-18,2017-04-01,601,0313,"Astma, COPD, emfyseem"
1.0,2017-04-18,2017-04-01,615,0313,constitutioneel eczeem
1.0,2017-04-18,2017-04-01,2083,0305,Groeischijflesie verworven voet
1.0,2017-04-18,2017-04-01,1702,0322,Pneumothorax
1.0,2017-04-18,2017-04-01,060,0306,Testistumor
